Archivo,Sitio,Codigo_muestra,Indice,Tiempo_s,E_plot_V,Ganancia,dI_nA,dI_smooth_nA
Las nubes (8b)_COS,Las nubes,8b,92,1.82,0.546,G3,-1.812527656976954,-1.321448735136138
Las nubes (8b)_COS,Las nubes,8b,93,1.84,0.552,G3,-0.4375066758223056,-1.2232329507679163
Las nubes (8b)_COS,Las nubes,8b,94,1.86,0.558,G3,-2.062531471732882,-1.321448735136138
Las nubes (8b)_COS,Las nubes,8b,95,1.88,0.5640000000000001,G3,-0.8125123979550608,-1.2410903661075605
Las nubes (8b)_COS,Las nubes,8b,96,1.9,0.5700000000000001,G3,-1.1250171663998572,-1.2946626121266553
Las nubes (8b)_COS,Las nubes,8b,97,1.92,0.5760000000000001,G3,-1.8750286106660496,-1.2589477814472696
Las nubes (8b)_COS,Las nubes,8b,98,1.94,0.5820000000000001,G3,-0.5625085831998149,-1.0893023357203089
Las nubes (8b)_COS,Las nubes,8b,99,1.96,0.5880000000000001,G3,-2.187533379110618,-1.2143042430981104
Las nubes (8b)_COS,Las nubes,8b,100,1.98,0.594,G3,-0.18750286106660496,-1.0893023357203413
Las nubes (8b)_COS,Las nubes,8b,101,2,0.6,G3,-0.8750133516441565,-1.0714449203806322
Las nubes (8b)_COS,Las nubes,8b,102,2.02,0.606,G3,-1.687525749599672,-1.0893023357202765
Las nubes (8b)_COS,Las nubes,8b,103,2.04,0.612,G3,-0.2500038147554733,-0.9464430130028307
Las nubes (8b)_COS,Las nubes,8b,104,2.06,0.618,G3,-1.7500267032880856,-1.1607319970789831
Las nubes (8b)_COS,Las nubes,8b,105,2.08,0.624,G3,-0.6875104905773242,-1.0803736280504055
Las nubes (8b)_COS,Las nubes,8b,106,2.1,0.63,G3,-1.187518120088498,-1.0893023357202114
Las nubes (8b)_COS,Las nubes,8b,107,2.12,0.636,G3,-1.687525749599672,-1.1428745817393064
Las nubes (8b)_COS,Las nubes,8b,108,2.14,0.642,G3,-0.31250476844411423,-1.0535875050409556
Las nubes (8b)_COS,Las nubes,8b,109,2.16,0.648,G3,-1.750026703288313,-1.1875181200885305
Las nubes (8b)_COS,Las nubes,8b,110,2.18,0.654,G3,-0.625009536889138,-1.0803736280504705
Las nubes (8b)_COS,Las nubes,8b,111,2.2,0.6599999999999999,G3,-1.1250171663996298,-1.1160884587297915
Las nubes (8b)_COS,Las nubes,8b,112,2.22,0.6659999999999999,G3,-1.625024795910349,-1.1785894124186922
Las nubes (8b)_COS,Las nubes,8b,113,2.24,0.6719999999999999,G3,-0.43750667582207825,-1.0982310433901474
Las nubes (8b)_COS,Las nubes,8b,114,2.26,0.6779999999999999,G3,-1.937529564354918,-1.2143042430979807
Las nubes (8b)_COS,Las nubes,8b,115,2.28,0.6839999999999999,G3,-0.7500114442664199,-1.1071597510599207
Las nubes (8b)_COS,Las nubes,8b,116,2.3000000000000003,0.69,G3,-1.187518120088498,-1.142874581739274
Las nubes (8b)_COS,Las nubes,8b,117,2.32,0.696,G3,-1.4375219348439714,-1.1875181200884657
Las nubes (8b)_COS,Las nubes,8b,118,2.34,0.702,G3,-0.37500572213320993,-1.0803736280504057
Las nubes (8b)_COS,Las nubes,8b,119,2.36,0.708,G3,-1.8750286106658225,-1.1875181200884657
Las nubes (8b)_COS,Las nubes,8b,120,2.38,0.714,G3,-0.7500114442664199,-1.0714449203805674
Las nubes (8b)_COS,Las nubes,8b,121,2.4,0.72,G3,-1.187518120088498,-1.1160884587297915
Las nubes (8b)_COS,Las nubes,8b,122,2.42,0.726,G3,-1.5000228885328395,-1.1607319970789831
Las nubes (8b)_COS,Las nubes,8b,123,2.44,0.732,G3,-0.37500572213320993,-1.0714449203805998
Las nubes (8b)_COS,Las nubes,8b,124,2.46,0.738,G3,-1.7500267032885404,-1.1964468277583038
Las nubes (8b)_COS,Las nubes,8b,125,2.48,0.744,G3,-0.6875104905775515,-1.0982310433900822
Las nubes (8b)_COS,Las nubes,8b,126,2.5,0.75,G3,-1.250019073777139,-1.1785894124185947
Las nubes (8b)_COS,Las nubes,8b,127,2.52,0.756,G3,-1.625024795910349,-1.2321616584376571
Las nubes (8b)_COS,Las nubes,8b,128,2.54,0.762,G3,-0.5000076295109466,-1.1785894124186271
Las nubes (8b)_COS,Las nubes,8b,129,2.56,0.768,G3,-2.0625314717324272,-1.3214487351360409
Las nubes (8b)_COS,Las nubes,8b,130,2.58,0.774,G3,-0.7500114442666472,-1.2053755354281748
Las nubes (8b)_COS,Las nubes,8b,131,2.6,0.78,G3,-1.3750209811553304,-1.2768051967869138
Las nubes (8b)_COS,Las nubes,8b,132,2.62,0.786,G3,-1.687525749599445,-1.3035913197963964
Las nubes (8b)_COS,Las nubes,8b,133,2.64,0.792,G3,-0.43750667582207825,-1.2232329507678839
Las nubes (8b)_COS,Las nubes,8b,134,2.66,0.798,G3,-2.125032425421523,-1.3571635658153938
Las nubes (8b)_COS,Las nubes,8b,135,2.68,0.804,G3,-0.6875104905773242,-1.2053755354281097
Las nubes (8b)_COS,Las nubes,8b,136,2.7,0.81,G3,-1.5000228885328395,-1.2678764891169778
Las nubes (8b)_COS,Las nubes,8b,137,2.72,0.8160000000000001,G3,-1.6875257495992173,-1.2857339044566545
Las nubes (8b)_COS,Las nubes,8b,138,2.74,0.8220000000000001,G3,-0.3125047684443416,-1.169660704748724
Las nubes (8b)_COS,Las nubes,8b,139,2.76,0.8280000000000001,G3,-2.125032425421523,-1.276805196786784
Las nubes (8b)_COS,Las nubes,8b,140,2.78,0.8340000000000001,G3,-0.5625085831998149,-1.1428745817391766
Las nubes (8b)_COS,Las nubes,8b,141,2.8000000000000003,0.8400000000000001,G3,-1.3125200274660074,-1.1518032894089822
Las nubes (8b)_COS,Las nubes,8b,142,2.82,0.846,G3,-1.437521934843744,-1.1875181200883356
Las nubes (8b)_COS,Las nubes,8b,143,2.84,0.852,G3,-0.5625085831995875,-1.0535875050407606
Las nubes (8b)_COS,Las nubes,8b,144,2.86,0.858,G3,-1.7500267032878585,-1.1785894124184972
Las nubes (8b)_COS,Las nubes,8b,145,2.88,0.864,G3,-0.5625085831998149,-1.0535875050407932
Las nubes (8b)_COS,Las nubes,8b,146,2.9,0.87,G3,-1.187518120088498,-1.125017166399565
Las nubes (8b)_COS,Las nubes,8b,147,2.92,0.876,G3,-1.4375219348439714,-1.1339458740694357
Las nubes (8b)_COS,Las nubes,8b,148,2.94,0.882,G3,-0.43750667582207825,-1.0803736280504705
Las nubes (8b)_COS,Las nubes,8b,149,2.96,0.888,G3,-1.9375295643551451,-1.2053755354282072
Las nubes (8b)_COS,Las nubes,8b,150,2.98,0.894,G3,-0.6250095368886832,-1.0982310433901796
Las nubes (8b)_COS,Las nubes,8b,151,3,0.9,G3,-1.375020981155103,-1.1696607047488539
Las nubes (8b)_COS,Las nubes,8b,152,3.02,0.906,G3,-1.4375219348439714,-1.187518120088498
Las nubes (8b)_COS,Las nubes,8b,153,3.04,0.912,G3,-0.4375066758223056,-1.1071597510599205
Las nubes (8b)_COS,Las nubes,8b,154,3.06,0.918,G3,-1.9375295643546904,-1.214304243098013
Las nubes (8b)_COS,Las nubes,8b,155,3.08,0.924,G3,-0.5625085831995875,-1.0893023357202765
Las nubes (8b)_COS,Las nubes,8b,156,3.1,0.93,G3,-1.375020981155103,-1.1518032894091121
Las nubes (8b)_COS,Las nubes,8b,157,3.12,0.936,G3,-1.3750209811553304,-1.169660704748724
Las nubes (8b)_COS,Las nubes,8b,158,3.14,0.942,G3,-0.5000076295109466,-1.0803736280503733
Las nubes (8b)_COS,Las nubes,8b,159,3.16,0.948,G3,-1.8750286106658225,-1.2143042430979805
Las nubes (8b)_COS,Las nubes,8b,160,3.18,0.954,G3,-0.5625085831995875,-1.0982310433900497
Las nubes (8b)_COS,Las nubes,8b,161,3.2,0.96,G3,-1.3125200274662348,-1.1607319970788854
Las nubes (8b)_COS,Las nubes,8b,162,3.22,0.966,G3,-1.5000228885328395,-1.107159751059823
Las nubes (8b)_COS,Las nubes,8b,163,3.24,0.972,G3,-0.5625085831995875,-1.0714449203805347
Las nubes (8b)_COS,Las nubes,8b,164,3.26,0.978,G3,-1.812527656977181,-1.2143042430980129
Las nubes (8b)_COS,Las nubes,8b,165,3.28,0.984,G3,-0.12500190737750927,-1.1160884587297586
Las nubes (8b)_COS,Las nubes,8b,166,3.3000000000000003,0.99,G3,-1.6250247959108035,-1.2143042430979805
Las nubes (8b)_COS,Las nubes,8b,167,3.3200000000000003,0.996,G3,-1.5625238422219354,-1.2232329507678512
Las nubes (8b)_COS,Las nubes,8b,168,3.34,1.002,G3,-0.6250095368884558,-1.2143042430980455
Las nubes (8b)_COS,Las nubes,8b,169,3.36,1.008,G3,-2.1875333791103913,-1.4107358118345212
Las nubes (8b)_COS,Las nubes,8b,170,3.38,1.014,G3,-0.6250095368886832,-1.2857339044567198
Las nubes (8b)_COS,Las nubes,8b,171,3.4,1.02,G3,-1.7500267032885404,-1.383949688824909
Las nubes (8b)_COS,Las nubes,8b,172,3.42,1.026,G3,-1.5000228885328395,-1.3660922734852972
Las nubes (8b)_COS,Las nubes,8b,173,3.44,1.032,G3,-0.7500114442661925,-1.3571635658154586
Las nubes (8b)_COS,Las nubes,8b,174,3.46,1.038,G3,-2.2500343327992596,-1.4375219348440036
Las nubes (8b)_COS,Las nubes,8b,175,3.48,1.044,G3,-0.500007629511174,-1.2857339044567198
Las nubes (8b)_COS,Las nubes,8b,176,3.5,1.05,G3,-2.125032425421523,-1.3303774428059438
Las nubes (8b)_COS,Las nubes,8b,177,3.52,1.056,G3,-1.187518120088498,-1.3035913197964288
Las nubes (8b)_COS,Las nubes,8b,178,3.54,1.062,G3,-0.6875104905775515,-1.1785894124186598
Las nubes (8b)_COS,Las nubes,8b,179,3.56,1.068,G3,-1.8125276569774087,-1.3035913197963314
Las nubes (8b)_COS,Las nubes,8b,180,3.58,1.074,G3,-0.5625085831995875,-1.0893023357202114
Las nubes (8b)_COS,Las nubes,8b,181,3.6,1.08,G3,-1.3750209811548757,-1.1607319970788854
Las nubes (8b)_COS,Las nubes,8b,182,3.62,1.086,G3,-1.3750209811548757,-1.1160884587297264
Las nubes (8b)_COS,Las nubes,8b,183,3.64,1.092,G3,-0.6250095368886832,-1.080373628050373
Las nubes (8b)_COS,Las nubes,8b,184,3.66,1.098,G3,-1.6875257495992173,-1.1518032894091124
Las nubes (8b)_COS,Las nubes,8b,185,3.68,1.104,G3,-0.3750057221334373,-1.0446587973711172
Las nubes (8b)_COS,Las nubes,8b,186,3.7,1.11,G3,-1.5625238422219354,-1.107159751060018
Las nubes (8b)_COS,Las nubes,8b,187,3.72,1.116,G3,-1.0625162127107617,-1.0893023357203413
Las nubes (8b)_COS,Las nubes,8b,188,3.74,1.122,G3,-0.6250095368889106,-1.0535875050409877
Las nubes (8b)_COS,Las nubes,8b,189,3.76,1.128,G3,-1.812527656977181,-1.178589412418692
Las nubes (8b)_COS,Las nubes,8b,190,3.78,1.134,G3,-0.5000076295109466,-1.0446587973711172
Las nubes (8b)_COS,Las nubes,8b,191,3.8,1.14,G3,-1.437521934843744,-1.160731997078983
Las nubes (8b)_COS,Las nubes,8b,192,3.82,1.146,G3,-1.2500190737773664,-1.1428745817392738
Las nubes (8b)_COS,Las nubes,8b,193,3.84,1.152,G3,-0.6250095368889106,-1.0714449203805674
Las nubes (8b)_COS,Las nubes,8b,194,3.86,1.158,G3,-1.8750286106658225,-1.1696607047487564
Las nubes (8b)_COS,Las nubes,8b,195,3.88,1.164,G3,-0.5000076295109466,-1.0357300897012465
Las nubes (8b)_COS,Las nubes,8b,196,3.9,1.17,G3,-1.3125200274662348,-1.1160884587298239
Las nubes (8b)_COS,Las nubes,8b,197,3.92,1.176,G3,-1.1875181200882707,-1.1071597510599207
Las nubes (8b)_COS,Las nubes,8b,198,3.94,1.182,G3,-0.500007629511174,-1.0446587973710848
Las nubes (8b)_COS,Las nubes,8b,199,3.96,1.188,G3,-1.8125276569774087,-1.1428745817393064
Las nubes (8b)_COS,Las nubes,8b,200,3.98,1.194,G3,-0.5625085831995875,-0.892870766983833
Las nubes (8b)_COS,Las nubes,8b,201,4,1.2,G3,-1.4375219348439714,-1.0178726743615698
Las nubes (8b)_COS,Las nubes,8b,202,4.0200000000000005,1.206,G3,-1.187518120088498,-1.0268013820314081
Las nubes (8b)_COS,Las nubes,8b,203,4.04,1.212,G3,0.43750667582207825,-1.035730089701214
Las nubes (8b)_COS,Las nubes,8b,204,4.0600000000000005,1.218,G3,-2.0625314717324272,-1.1428745817393064
Las nubes (8b)_COS,Las nubes,8b,205,4.08,1.224,G3,-0.5625085832000423,-1.0446587973710524
Las nubes (8b)_COS,Las nubes,8b,206,4.1,1.23,G3,-1.8750286106660496,-1.1607319970789507
Las nubes (8b)_COS,Las nubes,8b,207,4.12,1.236,G3,-1.3125200274662348,-1.3035913197963964
Las nubes (8b)_COS,Las nubes,8b,208,4.14,1.242,G3,-0.7500114442661925,-1.2768051967869138
Las nubes (8b)_COS,Las nubes,8b,209,4.16,1.248,G3,-2.0000305180437863,-1.375020981155103
Las nubes (8b)_COS,Las nubes,8b,210,4.18,1.254,G3,-0.5625085832000423,-1.223232950767819
Las nubes (8b)_COS,Las nubes,8b,211,4.2,1.26,G3,-1.8750286106660496,-1.3660922734852
Las nubes (8b)_COS,Las nubes,8b,212,4.22,1.266,G3,-1.2500190737773664,-1.3035913197963314
Las nubes (8b)_COS,Las nubes,8b,213,4.24,1.272,G3,-0.8125123979550608,-1.1964468277582714
Las nubes (8b)_COS,Las nubes,8b,214,4.26,1.278,G3,-2.3125352864879005,-1.267876489116913
Las nubes (8b)_COS,Las nubes,8b,215,4.28,1.284,G3,-0.31250476844411423,-1.1071597510598556
Las nubes (8b)_COS,Las nubes,8b,216,4.3,1.29,G3,-1.2500190737773664,-1.1785894124185623
Las nubes (8b)_COS,Las nubes,8b,217,4.32,1.296,G3,-1.062516212710534,-1.116088458729694
Las nubes (8b)_COS,Las nubes,8b,218,4.34,1.302,G3,-0.7500114442666472,-1.0089439666916988
Las nubes (8b)_COS,Las nubes,8b,219,4.36,1.308,G3,-1.750026703288313,-1.1160884587297915
Las nubes (8b)_COS,Las nubes,8b,220,4.38,1.314,G3,-0.37500572213298256,-1.0268013820313757
Las nubes (8b)_COS,Las nubes,8b,221,4.4,1.32,G3,-1.5625238422219354,-1.1160884587298239
Las nubes (8b)_COS,Las nubes,8b,222,4.42,1.326,G3,-1.0625162127107617,-1.062516212710729
Las nubes (8b)_COS,Las nubes,8b,223,4.44,1.332,G3,-0.6250095368884558,-1.0268013820313757
Las nubes (8b)_COS,Las nubes,8b,224,4.46,1.338,G3,-1.687525749599672,-1.1160884587297915
Las nubes (8b)_COS,Las nubes,8b,225,4.48,1.344,G3,-0.37500572213298256,-1.000015259021828
Las nubes (8b)_COS,Las nubes,8b,226,4.5,1.35,G3,-1.5000228885328395,-1.0982310433900173
Las nubes (8b)_COS,Las nubes,8b,227,4.5200000000000005,1.356,G3,-1.0000152590218931,-1.062516212710664
Las nubes (8b)_COS,Las nubes,8b,228,4.54,1.362,G3,-0.7500114442661925,-1.0357300897011164
Las nubes (8b)_COS,Las nubes,8b,229,4.5600000000000005,1.368,G3,-1.7500267032880856,-1.125017166399532
Las nubes (8b)_COS,Las nubes,8b,230,4.58,1.374,G3,-0.37500572213298256,-1.0000152590217954
Las nubes (8b)_COS,Las nubes,8b,231,4.6000000000000005,1.38,G3,-1.5000228885328395,-1.0982310433900173
Las nubes (8b)_COS,Las nubes,8b,232,4.62,1.386,G3,-1.0000152590218931,-1.0446587973710522
Las nubes (8b)_COS,Las nubes,8b,233,4.64,1.392,G3,-0.6250095368886832,-1.0000152590218931
Las nubes (8b)_COS,Las nubes,8b,234,4.66,1.398,G3,-1.687525749599445,-1.080373628050503
Las nubes (8b)_COS,Las nubes,8b,235,4.68,1.404,G3,-0.3750057221334373,-0.9732291360124431
Las nubes (8b)_COS,Las nubes,8b,236,4.7,1.41,G3,-1.4375219348439714,-1.0714449203806322
Las nubes (8b)_COS,Las nubes,8b,237,4.72,1.416,G3,-0.9375143053332522,-1.0357300897012791
Las nubes (8b)_COS,Las nubes,8b,238,4.74,1.422,G3,-0.7500114442664199,-0.821441105625159
Las nubes (8b)_COS,Las nubes,8b,239,4.76,1.428,G3,-1.6875257495992173,-0.9464430130028632
Las nubes (8b)_COS,Las nubes,8b,240,4.78,1.434,G3,-0.37500572213320993,-0.8660846439742855
Las nubes (8b)_COS,Las nubes,8b,241,4.8,1.44,G3,-0.18750286106660496,-1.0178726743614723
Las nubes (8b)_COS,Las nubes,8b,242,4.82,1.446,G3,-1.2500190737773664,-0.9732291360122807
Las nubes (8b)_COS,Las nubes,8b,243,4.84,1.452,G3,-0.8750133516439291,-0.9732291360123132
Las nubes (8b)_COS,Las nubes,8b,244,4.86,1.458,G3,-2.000030518043559,-1.062516212710729
Las nubes (8b)_COS,Las nubes,8b,245,4.88,1.464,G3,-0.43750667582207825,-1.142874581739274
Las nubes (8b)_COS,Las nubes,8b,246,4.9,1.47,G3,-1.687525749599445,-1.2678764891170755
Las nubes (8b)_COS,Las nubes,8b,247,4.92,1.476,G3,-1.0000152590221203,-1.2053755354282072
Las nubes (8b)_COS,Las nubes,8b,248,4.94,1.482,G3,-0.7500114442664199,-0.7500114442664199
Las nubes (8b)_COS,Las nubes,8b,249,4.96,1.488,G3,-2.1250324254219777,-2.1250324254219777
Las nubes (8b)_COS,Las nubes,8b,250,4.98,1.494,G3,-0.4375066758218509,-0.4375066758218509
Sheffer (1a)_COS,Sheffer,1a,1,0,0.015,G0,0,0
Sheffer (1a)_COS,Sheffer,1a,2,0.02,0.018,G0,-187.50286106672135,-187.50286106672135
Sheffer (1a)_COS,Sheffer,1a,3,0.04,0.021,G0,-125.00190737773664,-125.00190737773664
Sheffer (1a)_COS,Sheffer,1a,4,0.06,0.024,G0,0,-125.00190737773663
Sheffer (1a)_COS,Sheffer,1a,5,0.08,0.027,G0,-250.0038147554733,-160.71673805708994
Sheffer (1a)_COS,Sheffer,1a,6,0.1,0.03,G0,-125.0019073775038,-133.93061504755832
Sheffer (1a)_COS,Sheffer,1a,7,0.12,0.036,G0,-187.50286106672135,-151.78803038723498
Sheffer (1a)_COS,Sheffer,1a,8,0.14,0.04199999999999999,G0,-250.0038147554733,-169.64544572694493
Sheffer (1a)_COS,Sheffer,1a,9,0.16,0.048,G0,0,-160.71673805708997
Sheffer (1a)_COS,Sheffer,1a,10,0.18,0.054,G0,-250.0038147554733,-169.64544572697818
Sheffer (1a)_COS,Sheffer,1a,11,0.2,0.06,G0,-125.00190737796947,-160.71673805708994
Sheffer (1a)_COS,Sheffer,1a,12,0.22,0.066,G0,-187.50286106648855,-151.78803038723498
Sheffer (1a)_COS,Sheffer,1a,13,0.24,0.072,G0,-187.50286106672135,-169.64544572691165
Sheffer (1a)_COS,Sheffer,1a,14,0.26,0.078,G0,-125.0019073775038,-160.7167380570567
Sheffer (1a)_COS,Sheffer,1a,15,0.28,0.084,G0,-187.50286106648855,-169.6454457268451
Sheffer (1a)_COS,Sheffer,1a,16,0.3,0.09,G0,-125.00190737773664,-151.78803038716848
Sheffer (1a)_COS,Sheffer,1a,17,0.32,0.096,G0,-187.50286106648855,-160.71673805699018
Sheffer (1a)_COS,Sheffer,1a,18,0.34,0.102,G0,-187.50286106648855,-160.71673805699018
Sheffer (1a)_COS,Sheffer,1a,19,0.36,0.108,G0,-62.500953688751906,-160.71673805702343
Sheffer (1a)_COS,Sheffer,1a,20,0.38,0.114,G0,-250.0038147554733,-178.5741533967001
Sheffer (1a)_COS,Sheffer,1a,21,0.4,0.12,G0,-125.0019073775038,-160.7167380570567
Sheffer (1a)_COS,Sheffer,1a,22,0.42,0.126,G0,-187.50286106672135,-178.57415339676663
Sheffer (1a)_COS,Sheffer,1a,23,0.44,0.132,G0,-250.0038147554733,-196.4315687364433
Sheffer (1a)_COS,Sheffer,1a,24,0.46,0.138,G0,-62.50095368898474,-178.57415339676663
Sheffer (1a)_COS,Sheffer,1a,25,0.48,0.144,G0,-312.504768444458,-187.50286106665484
Sheffer (1a)_COS,Sheffer,1a,26,0.5,0.15,G0,-187.50286106648855,-169.64544572697818
Sheffer (1a)_COS,Sheffer,1a,27,0.52,0.156,G0,-125.00190737773664,-169.64544572697818
Sheffer (1a)_COS,Sheffer,1a,28,0.54,0.162,G0,-187.50286106672135,-187.50286106665484
Sheffer (1a)_COS,Sheffer,1a,29,0.56,0.168,G0,-62.50095368898474,-160.71673805712322
Sheffer (1a)_COS,Sheffer,1a,30,0.58,0.174,G0,-250.0038147554733,-169.64544572697818
Sheffer (1a)_COS,Sheffer,1a,31,0.6,0.18,G0,-187.50286106672135,-169.64544572701143
Sheffer (1a)_COS,Sheffer,1a,32,0.62,0.186,G0,-125.00190737773664,-178.57415339686642
Sheffer (1a)_COS,Sheffer,1a,33,0.64,0.192,G0,-250.0038147554733,-187.50286106672138
Sheffer (1a)_COS,Sheffer,1a,34,0.66,0.198,G0,-125.00190737796947,-178.57415339689967
Sheffer (1a)_COS,Sheffer,1a,35,0.68,0.204,G0,-250.00381475570612,-187.50286106675463
Sheffer (1a)_COS,Sheffer,1a,36,0.7000000000000001,0.21,G0,-125.00190737796947,-187.5028610667546
Sheffer (1a)_COS,Sheffer,1a,37,0.72,0.216,G0,-187.50286106672135,-187.5028610667546
Sheffer (1a)_COS,Sheffer,1a,38,0.74,0.222,G0,-250.00381475570612,-178.57415339689965
Sheffer (1a)_COS,Sheffer,1a,39,0.76,0.228,G0,-125.00190737773664,-160.71673805718973
Sheffer (1a)_COS,Sheffer,1a,40,0.78,0.234,G0,-250.0038147554733,-169.64544572701143
Sheffer (1a)_COS,Sheffer,1a,41,0.8,0.24,G0,-62.50095368898474,-133.93061504762485
Sheffer (1a)_COS,Sheffer,1a,42,0.8200000000000001,0.246,G0,-125.00190737773664,-142.8593227174133
Sheffer (1a)_COS,Sheffer,1a,43,0.84,0.252,G0,-187.50286106672135,-151.78803038726826
Sheffer (1a)_COS,Sheffer,1a,44,0.86,0.258,G0,62.50095368898474,-133.9306150475916
Sheffer (1a)_COS,Sheffer,1a,45,0.88,0.264,G0,-312.5047684442252,-151.78803038726826
Sheffer (1a)_COS,Sheffer,1a,46,0.9,0.27,G0,-187.50286106672135,-151.78803038726826
Sheffer (1a)_COS,Sheffer,1a,47,0.92,0.276,G0,-125.00190737773664,-160.71673805708997
Sheffer (1a)_COS,Sheffer,1a,48,0.94,0.28200000000000003,G0,-187.50286106672135,-196.4315687364433
Sheffer (1a)_COS,Sheffer,1a,49,0.96,0.28800000000000003,G0,-125.00190737773664,-187.5028610666216
Sheffer (1a)_COS,Sheffer,1a,50,0.98,0.29400000000000004,G0,-250.0038147554733,-196.4315687364433
Sheffer (1a)_COS,Sheffer,1a,51,1,0.30000000000000004,G0,-187.50286106648855,-187.50286106658834
Sheffer (1a)_COS,Sheffer,1a,52,1.02,0.30600000000000005,G0,-250.0038147554733,-196.43156873641004
Sheffer (1a)_COS,Sheffer,1a,53,1.04,0.312,G0,-250.0038147554733,-205.36027640623175
Sheffer (1a)_COS,Sheffer,1a,54,1.06,0.31799999999999995,G0,-62.500953688751906,-196.43156873637676
Sheffer (1a)_COS,Sheffer,1a,55,1.08,0.32399999999999995,G0,-250.0038147554733,-205.36027640623172
Sheffer (1a)_COS,Sheffer,1a,56,1.1,0.32999999999999996,G0,-187.50286106648855,-187.50286106655508
Sheffer (1a)_COS,Sheffer,1a,57,1.12,0.33599999999999997,G0,-187.50286106648855,-178.57415339670013
Sheffer (1a)_COS,Sheffer,1a,58,1.14,0.34199999999999997,G0,-250.0038147554733,-196.43156873637676
Sheffer (1a)_COS,Sheffer,1a,59,1.16,0.348,G0,-125.00190737773664,-169.64544572687842
Sheffer (1a)_COS,Sheffer,1a,60,1.18,0.354,G0,-187.50286106648855,-178.57415339673338
Sheffer (1a)_COS,Sheffer,1a,61,1.2,0.36,G0,-187.50286106648855,-160.71673805705672
Sheffer (1a)_COS,Sheffer,1a,62,1.22,0.366,G0,-62.50095368898474,-151.78803038720173
Sheffer (1a)_COS,Sheffer,1a,63,1.24,0.372,G0,-250.0038147554733,-151.78803038720173
Sheffer (1a)_COS,Sheffer,1a,64,1.26,0.378,G0,-62.500953688751906,-142.85932271738002
Sheffer (1a)_COS,Sheffer,1a,65,1.28,0.384,G0,-187.50286106648855,-151.788030387235
Sheffer (1a)_COS,Sheffer,1a,66,1.3,0.39,G0,-125.00190737773664,-160.71673805705672
Sheffer (1a)_COS,Sheffer,1a,67,1.32,0.396,G0,-125.00190737773664,-151.78803038720176
Sheffer (1a)_COS,Sheffer,1a,68,1.34,0.402,G0,-250.0038147554733,-169.64544572687842
Sheffer (1a)_COS,Sheffer,1a,69,1.36,0.408,G0,-125.00190737773664,-151.78803038720173
Sheffer (1a)_COS,Sheffer,1a,70,1.38,0.414,G0,-187.50286106648855,-169.6454457268784
Sheffer (1a)_COS,Sheffer,1a,71,1.4,0.42,G0,-187.50286106648855,-160.7167380570567
Sheffer (1a)_COS,Sheffer,1a,72,1.42,0.4260000000000001,G0,-62.500953688751906,-142.85932271734677
Sheffer (1a)_COS,Sheffer,1a,73,1.44,0.4320000000000001,G0,-250.0038147554733,-142.85932271734677
Sheffer (1a)_COS,Sheffer,1a,74,1.46,0.438,G0,-62.50095368898474,-142.85932271734677
Sheffer (1a)_COS,Sheffer,1a,75,1.48,0.4439999999999999,G0,-125.0019073775038,-151.78803038720176
Sheffer (1a)_COS,Sheffer,1a,76,1.5,0.45,G0,-125.00190737773664,-160.71673805705672
Sheffer (1a)_COS,Sheffer,1a,77,1.52,0.456,G0,-187.50286106648855,-151.78803038720176
Sheffer (1a)_COS,Sheffer,1a,78,1.54,0.462,G0,-250.0038147554733,-151.78803038720176
Sheffer (1a)_COS,Sheffer,1a,79,1.56,0.468,G0,-125.00190737773664,-151.78803038720173
Sheffer (1a)_COS,Sheffer,1a,80,1.58,0.474,G0,-187.50286106648855,-169.64544572684514
Sheffer (1a)_COS,Sheffer,1a,81,1.6,0.48,G0,-62.50095368898474,-151.78803038716848
Sheffer (1a)_COS,Sheffer,1a,82,1.62,0.486,G0,-125.0019073775038,-151.78803038720173
Sheffer (1a)_COS,Sheffer,1a,83,1.64,0.492,G0,-250.00381475524048,-160.71673805702346
Sheffer (1a)_COS,Sheffer,1a,84,1.66,0.498,G0,-62.500953688751906,-160.71673805702346
Sheffer (1a)_COS,Sheffer,1a,85,1.68,0.504,G0,-250.00381475570612,-187.50286106648855
Sheffer (1a)_COS,Sheffer,1a,86,1.7,0.51,G0,-187.50286106648855,-178.57415339666684
Sheffer (1a)_COS,Sheffer,1a,87,1.72,0.516,G0,-187.50286106648855,-178.57415339673338
Sheffer (1a)_COS,Sheffer,1a,88,1.74,0.522,G0,-250.00381475524048,-187.50286106658834
Sheffer (1a)_COS,Sheffer,1a,89,1.76,0.528,G0,-62.500953688751906,-160.71673805705672
Sheffer (1a)_COS,Sheffer,1a,90,1.78,0.534,G0,-250.00381475570612,-169.64544572691167
Sheffer (1a)_COS,Sheffer,1a,91,1.8,0.54,G0,-125.00190737773664,-160.71673805705672
Sheffer (1a)_COS,Sheffer,1a,92,1.82,0.546,G0,-62.50095368898474,-142.8593227174133
Sheffer (1a)_COS,Sheffer,1a,93,1.84,0.552,G0,-250.0038147554733,-160.71673805708997
Sheffer (1a)_COS,Sheffer,1a,94,1.86,0.558,G0,-125.0019073775038,-142.85932271738005
Sheffer (1a)_COS,Sheffer,1a,95,1.88,0.5640000000000001,G0,-125.00190737773664,-160.71673805708994
Sheffer (1a)_COS,Sheffer,1a,96,1.9,0.5700000000000001,G0,-187.50286106648855,-169.64544572687842
